"","region","Availability","year","value","fuel"
"1","Global","0 percent",2015,89.4885991653,"a oil"
"2","Global","0 percent",2015,91.523326933,"b natural gas"
"3","Global","0 percent",2015,127.617594278009,"c coal"
"4","Global","0 percent",2015,28.531317166,"d biomass"
"5","Global","0 percent",2015,9.247362794,"e nuclear"
"6","Global","0 percent",2015,14.1496312,"f hydro"
"7","Global","0 percent",2015,3.0154877318,"g wind"
"8","Global","0 percent",2015,0.93604013146,"h solar"
"9","Global","0 percent",2015,0.289629811,"i geothermal"
"10","Global","0 percent",2015,25.110404096,"j traditional biomass"
"11","Global","0 percent",2015,32.6121786263,"k traded coal"
"12","Global","0 percent",2015,31.82857183987,"l traded natural gas"
"13","Global","0 percent",2015,97.59357316547,"m traded oil"
"14","Global","0 percent",2020,88.81471911,"a oil"
"15","Global","0 percent",2020,102.70754883,"b natural gas"
"16","Global","0 percent",2020,139.677261088,"c coal"
"17","Global","0 percent",2020,32.3920945779632,"d biomass"
"18","Global","0 percent",2020,10.550831465416,"e nuclear"
"19","Global","0 percent",2020,14.3476221,"f hydro"
"20","Global","0 percent",2020,5.6477658771753,"g wind"
"21","Global","0 percent",2020,2.75969393044414,"h solar"
"22","Global","0 percent",2020,0.8419309815,"i geothermal"
"23","Global","0 percent",2020,24.7140473946,"j traditional biomass"
"24","Global","0 percent",2020,42.90736116,"k traded coal"
"25","Global","0 percent",2020,41.43252167,"l traded natural gas"
"26","Global","0 percent",2020,103.3540252,"m traded oil"
"27","Global","0 percent",2025,88.12528155,"a oil"
"28","Global","0 percent",2025,106.29014008,"b natural gas"
"29","Global","0 percent",2025,147.971101411,"c coal"
"30","Global","0 percent",2025,40.4540972404861,"d biomass"
"31","Global","0 percent",2025,11.962508763754,"e nuclear"
"32","Global","0 percent",2025,14.7932753,"f hydro"
"33","Global","0 percent",2025,8.5507429971091,"g wind"
"34","Global","0 percent",2025,6.93270323725733,"h solar"
"35","Global","0 percent",2025,1.2867436045,"i geothermal"
"36","Global","0 percent",2025,23.8594694952,"j traditional biomass"
"37","Global","0 percent",2025,53.21931526,"k traded coal"
"38","Global","0 percent",2025,49.0832122,"l traded natural gas"
"39","Global","0 percent",2025,109.7168,"m traded oil"
"40","Global","0 percent",2030,84.6350174,"a oil"
"41","Global","0 percent",2030,113.79713067,"b natural gas"
"42","Global","0 percent",2030,149.880287758,"c coal"
"43","Global","0 percent",2030,46.2068952283078,"d biomass"
"44","Global","0 percent",2030,13.551612494614,"e nuclear"
"45","Global","0 percent",2030,15.2882725,"f hydro"
"46","Global","0 percent",2030,12.3935165298371,"g wind"
"47","Global","0 percent",2030,13.1278247157956,"h solar"
"48","Global","0 percent",2030,1.7043801471,"i geothermal"
"49","Global","0 percent",2030,22.9233976838,"j traditional biomass"
"50","Global","0 percent",2030,63.46397094,"k traded coal"
"51","Global","0 percent",2030,58.0006774,"l traded natural gas"
"52","Global","0 percent",2030,113.8447753,"m traded oil"
"53","Global","0 percent",2035,81.9875868,"a oil"
"54","Global","0 percent",2035,119.37943809,"b natural gas"
"55","Global","0 percent",2035,149.32050092,"c coal"
"56","Global","0 percent",2035,52.3869425287855,"d biomass"
"57","Global","0 percent",2035,14.860109954726,"e nuclear"
"58","Global","0 percent",2035,15.8003159,"f hydro"
"59","Global","0 percent",2035,16.5321425624071,"g wind"
"60","Global","0 percent",2035,19.2568951797458,"h solar"
"61","Global","0 percent",2035,2.071701129,"i geothermal"
"62","Global","0 percent",2035,21.945040639,"j traditional biomass"
"63","Global","0 percent",2035,72.15700928,"k traded coal"
"64","Global","0 percent",2035,66.3016235,"l traded natural gas"
"65","Global","0 percent",2035,116.6075678,"m traded oil"
"66","Global","0 percent",2040,81.5227779,"a oil"
"67","Global","0 percent",2040,123.63461847,"b natural gas"
"68","Global","0 percent",2040,147.176981902,"c coal"
"69","Global","0 percent",2040,60.6753949498221,"d biomass"
"70","Global","0 percent",2040,16.0297897546651,"e nuclear"
"71","Global","0 percent",2040,16.2596035,"f hydro"
"72","Global","0 percent",2040,21.2628658489321,"g wind"
"73","Global","0 percent",2040,25.1843795999068,"h solar"
"74","Global","0 percent",2040,2.4141490888,"i geothermal"
"75","Global","0 percent",2040,20.989567372,"j traditional biomass"
"76","Global","0 percent",2040,80.41328756,"k traded coal"
"77","Global","0 percent",2040,74.9770622,"l traded natural gas"
"78","Global","0 percent",2040,116.9303445,"m traded oil"
"79","Global","0 percent",2045,81.1437357,"a oil"
"80","Global","0 percent",2045,128.4467058,"b natural gas"
"81","Global","0 percent",2045,144.38288299,"c coal"
"82","Global","0 percent",2045,70.6879326525664,"d biomass"
"83","Global","0 percent",2045,17.6128420402446,"e nuclear"
"84","Global","0 percent",2045,16.7020218,"f hydro"
"85","Global","0 percent",2045,24.6090442162548,"g wind"
"86","Global","0 percent",2045,30.7827126703405,"h solar"
"87","Global","0 percent",2045,2.6019104383,"i geothermal"
